gender,SeniorCitizen,Partner,Dependents,tenure,tenure_band,MonthlyCharges,TotalCharges,avg_monthly_spend,charge_gap,is_high_value,PhoneService,MultipleLines,InternetService,streaming_count,security_count,Contract,PaperlessBilling,PaymentMethod,payment_electronic_check,month_to_month_paperless,no_support_services,is_isolated,fiber_no_security,no_internet_services,segment,segment_label
Male,no,Yes,No,1.5310852911355222,36+,-1.494098368940895,-0.3747889460966183,-1.4682262825786132,-0.24145525131484674,0,Yes,No,No,-0.9062505304364585,-0.9838073634625305,Two year,No,Credit card (automatic),0,0,0,0,0,1,1,Low Engagement
Female,no,No,No,-1.1580161531009565,0-12,-0.46863069098957844,-0.9127067629201704,-0.36979917091534137,-1.1224421180940511,0,Yes,Yes,DSL,-0.9062505304364585,-0.9838073634625305,Month-to-month,No,Electronic check,1,0,1,1,0,0,1,Low Engagement
Male,no,No,No,-0.5468567339563023,12-36,-0.6581012181961428,-0.625361366900339,-0.6370439282320273,-0.2178294810246532,0,Yes,No,DSL,-0.9062505304364585,-0.9838073634625305,Month-to-month,Yes,Bank transfer (automatic),0,1,1,1,0,0,1,Low Engagement
Female,no,No,No,-0.5876006952326126,12-36,0.4321853243258406,-0.40796624347216154,0.35377831838943524,0.8881714510856508,1,Yes,No,Fiber optic,-0.9062505304364585,0.5711787862044767,Month-to-month,No,Electronic check,1,0,1,1,1,0,3,At risk High-value
Female,yes,Yes,No,0.22727853029359305,36+,0.6199938293639263,0.381119597232997,0.5970204767721423,0.2413928362643988,1,Yes,No,Fiber optic,0.2665050326900002,-0.2063142886290269,Month-to-month,Yes,Electronic check,1,1,0,0,0,0,3,At risk High-value
Male,no,No,No,-1.2395040756535771,0-12,0.28094130699428504,-0.9495459162560462,0.024038649813408166,2.9534703114260337,1,Yes,Yes,Fiber optic,-0.9062505304364585,-0.9838073634625305,Month-to-month,Yes,Credit card (automatic),0,1,1,1,1,0,3,At risk High-value
Male,no,No,No,0.5939741817803856,36+,0.9972728616085759,0.9937966300177968,1.0505000026553204,-0.6522344658396754,1,Yes,Yes,Fiber optic,0.2665050326900002,0.5711787862044767,One year,No,Bank transfer (automatic),0,0,0,1,0,0,0,Loyal High-Value
Female,no,Yes,Yes,0.797693988161937,36+,-1.485788258098502,-0.5314325555804831,-1.459535009424527,-0.2461705668292032,0,Yes,No,No,-0.9062505304364585,-0.9838073634625305,Two year,No,Bank transfer (automatic),0,0,0,0,0,1,1,Low Engagement
Male,no,No,No,-0.9542963467194051,0-12,-0.16281861198951006,-0.768063452487034,-0.15017212122047982,-0.13969965267244375,0,Yes,Yes,DSL,0.2665050326900002,-0.9838073634625305,Month-to-month,No,Mailed check,0,0,1,1,0,0,3,At risk High-value
Female,no,Yes,No,-0.26164900502213034,12-36,0.8410427777715843,0.012904538860278751,0.7999275086396979,0.4422760000831497,1,Yes,Yes,DSL,1.4392605958164588,2.126164935871484,One year,Yes,Credit card (automatic),0,0,0,0,0,0,0,Loyal High-Value
Male,no,Yes,Yes,-0.9950403079957154,0-12,-0.4569965358102282,-0.8242486761675585,-0.42798446409345847,-0.3172941176554423,0,Yes,No,DSL,-0.9062505304364585,-0.2063142886290269,Month-to-month,Yes,Electronic check,1,1,1,0,0,0,3,At risk High-value
Male,no,Yes,No,0.4717422979514547,36+,0.20448828724426804,0.4266942623778588,0.30063997558476085,-1.117229398371761,1,Yes,No,DSL,0.2665050326900002,1.3486718610379804,One year,Yes,Electronic check,1,0,0,0,0,0,2,Stable Mid-Value
Female,no,No,No,-1.1987601143772668,0-12,-1.1833002234353907,-0.9639065682450614,-1.0590498680406992,-1.388435621700873,0,No,No phone service,DSL,-0.9062505304364585,-0.2063142886290269,Month-to-month,No,Mailed check,0,0,1,1,0,0,1,Low Engagement
Male,no,No,No,-1.2395040756535771,0-12,-0.6049165088048264,-0.9685831553751246,-0.690750076346236,1.0134697881140127,0,Yes,No,DSL,-0.9062505304364585,-0.9838073634625305,Month-to-month,Yes,Bank transfer (automatic),0,1,1,1,0,0,1,Low Engagement
Female,no,Yes,Yes,-0.9542963467194051,0-12,0.6831506717661141,-0.6744214130194933,0.6311535238284937,0.573863758200944,1,Yes,Yes,Fiber optic,0.2665050326900002,-0.9838073634625305,Month-to-month,Yes,Bank transfer (automatic),0,1,1,0,1,0,3,At risk High-value
Male,yes,No,No,-1.2802480369298874,0-12,0.35074623807038746,-0.9741200580621336,0.34954498745041834,0.00046458874911472516,1,Yes,Yes,Fiber optic,-0.9062505304364585,-0.9838073634625305,Month-to-month,Yes,Electronic check,1,1,1,1,1,0,3,At risk High-value
Male,no,No,No,-0.3023929662984406,12-36,0.31584377253233625,-0.14605530481536283,0.4403223274122924,-1.4483239793991765,1,Yes,No,Fiber optic,-0.9062505304364585,-0.2063142886290269,Month-to-month,No,Bank transfer (automatic),0,0,0,1,0,0,2,Stable Mid-Value
Female,yes,Yes,No,-1.2395040756535771,0-12,0.14964155568447293,-0.9395089014250142,0.4008971323193619,-2.904757869806824,0,Yes,No,Fiber optic,-0.9062505304364585,-0.9838073634625305,Month-to-month,Yes,Electronic check,1,1,1,0,1,0,3,At risk High-value
Male,no,No,No,0.4309983366751445,36+,0.34576017156495187,0.4038186923124078,0.3176088073331239,0.3116114248857662,1,Yes,No,Fiber optic,-0.9062505304364585,-0.2063142886290269,Month-to-month,Yes,Electronic check,1,1,0,1,0,0,3,At risk High-value
Female,no,No,No,-1.2802480369298874,0-12,-1.4591959034028439,-0.9981427155368454,-1.4544061661714875,0.00046458874911472516,0,Yes,No,No,-0.9062505304364585,-0.9838073634625305,Month-to-month,No,Mailed check,0,0,0,1,0,1,1,Low Engagement
Female,no,Yes,No,1.0421577558197987,36+,0.9806526399237896,1.4677643237750588,1.05776475180814,-0.9271898147031254,1,Yes,Yes,Fiber optic,0.2665050326900002,0.5711787862044767,One year,Yes,Electronic check,1,0,1,0,1,0,0,Loyal High-Value
Female,no,Yes,Yes,1.082901717096109,36+,0.38731072577691766,0.9865832149634066,0.39101416075355105,-0.057523236862116314,1,Yes,Yes,DSL,0.2665050326900002,1.3486718610379804,Two year,Yes,Mailed check,0,0,0,0,0,0,0,Loyal High-Value
Male,no,No,No,0.4717422979514547,36+,-0.3589372278699887,0.06924417815358819,-0.30941145803426756,-0.5577308148460376,0,No,No phone service,DSL,1.4392605958164588,0.5711787862044767,One year,Yes,Electronic check,1,0,0,1,0,0,2,Stable Mid-Value
Male,no,No,No,1.368109446030281,36+,1.3113950514510377,2.0194471895097412,1.2970246887224635,0.11572361371973335,1,Yes,Yes,Fiber optic,1.4392605958164588,0.5711787862044767,One year,Yes,Electronic check,1,0,0,1,1,0,0,Loyal High-Value
Male,no,Yes,Yes,1.4495973685829016,36+,-1.4907743246039378,-0.3995395628887456,-1.475599888199941,-0.11815033748062721,0,Yes,No,No,-0.9062505304364585,-0.9838073634625305,Two year,No,Bank transfer (automatic),0,0,0,0,0,1,1,Low Engagement
Male,no,No,No,-0.9542963467194051,0-12,-1.3245721077560746,-0.9234276183221081,-1.4464916778941952,1.4573232192822807,0,No,No phone service,DSL,-0.9062505304364585,-0.9838073634625305,Month-to-month,Yes,Electronic check,1,1,1,1,0,0,1,Low Engagement
Male,no,No,No,-0.5468567339563023,12-36,0.6632064057443707,-0.27854390058498574,0.73368344295562,-0.8385089328698809,1,Yes,Yes,Fiber optic,-0.9062505304364585,0.5711787862044767,Month-to-month,Yes,Electronic check,1,1,0,1,0,0,3,At risk High-value
Male,no,No,No,-1.1580161531009565,0-12,-1.4974224132778524,-0.9728185550400876,-1.4983039674304226,0.06736115851849508,0,Yes,No,No,-0.9062505304364585,-0.9838073634625305,Month-to-month,No,Mailed check,0,0,0,1,0,1,1,Low Engagement
Female,no,No,No,1.5310852911355222,36+,1.6238552191250208,2.49533404874019,1.6107489325150846,0.08920493640237559,1,Yes,Yes,Fiber optic,1.4392605958164588,2.126164935871484,Two year,Yes,Bank transfer (automatic),0,0,0,1,0,0,0,Loyal High-Value
Male,no,No,No,-1.2802480369298874,0-12,-0.6614252625331,-0.987554216374438,-0.6592761811039807,0.00046458874911472516,0,Yes,No,DSL,-0.9062505304364585,-0.9838073634625305,Month-to-month,Yes,Mailed check,0,1,1,1,0,0,1,Low Engagement
Female,no,No,No,-0.9950403079957154,0-12,0.3474221937334304,-0.7529307224340934,0.24145700510530455,1.2093811710100528,1,Yes,Yes,Fiber optic,-0.9062505304364585,-0.9838073634625305,Month-to-month,Yes,Electronic check,1,1,1,1,1,0,3,At risk High-value
Male,no,No,No,0.8384379494382472,36+,-1.336206262935425,-0.4430847656941461,-1.3473261611069716,0.17933627934540963,0,Yes,Yes,No,-0.9062505304364585,-0.9838073634625305,Two year,No,Mailed check,0,0,0,1,0,1,1,Low Engagement
Male,yes,No,No,0.7569500268856267,36+,-1.322910085587596,-0.45115849630548177,-1.3278609692015935,0.10764900865971841,0,Yes,Yes,No,-0.9062505304364585,-0.9838073634625305,One year,No,Bank transfer (automatic),0,0,0,1,0,1,1,Low Engagement
Male,no,Yes,Yes,-0.8728084241667845,0-12,-1.4575338812343652,-0.8894120647628743,-1.341612158820055,-1.281864462934069,0,Yes,No,No,-0.9062505304364585,-0.9838073634625305,Month-to-month,No,Bank transfer (automatic),0,0,0,0,0,1,1,Low Engagement
Male,no,Yes,Yes,1.1236456783724194,36+,1.5224718668478239,1.8986721209385315,1.490252820541883,0.3136042462886392,1,Yes,Yes,Fiber optic,1.4392605958164588,1.3486718610379804,Two year,Yes,Electronic check,1,0,0,0,0,0,0,Loyal High-Value
Male,no,No,No,-0.6283446565089229,12-36,-0.30907656281562973,-0.5952282630339878,-0.32631549985696234,0.2107109508814538,0,Yes,No,DSL,-0.9062505304364585,0.5711787862044767,Month-to-month,Yes,Credit card (automatic),0,1,0,1,0,0,2,Stable Mid-Value
Male,no,No,No,-1.1987601143772668,0-12,-0.7146099719244163,-0.9528107034977886,-0.7813065468678132,0.796852324098876,0,Yes,No,DSL,-0.9062505304364585,-0.9838073634625305,Month-to-month,Yes,Electronic check,1,1,1,1,0,0,1,Low Engagement
Male,no,Yes,No,1.5310852911355222,36+,1.4859073791412942,2.3168296003606046,1.4192551277779932,0.7122987005400284,1,Yes,No,Fiber optic,1.4392605958164588,2.126164935871484,One year,Yes,Bank transfer (automatic),0,0,0,0,0,0,0,Loyal High-Value
Male,no,No,No,-1.2802480369298874,0-12,-1.5073945462887242,-0.998782437361241,-1.5024452694359824,0.00046458874911472516,0,Yes,No,No,-0.9062505304364585,-0.9838073634625305,Month-to-month,No,Mailed check,0,0,0,1,0,1,1,Low Engagement
Male,yes,No,No,0.4309983366751445,36+,0.6665304500813278,0.6010294892122461,0.6620110392373636,0.026689822080630882,1,Yes,Yes,Fiber optic,0.2665050326900002,-0.9838073634625305,Month-to-month,Yes,Electronic check,1,1,1,1,1,0,3,At risk High-value
Female,no,Yes,No,-0.6690886177852331,12-36,-1.5024084797832884,-0.8686321351566496,-1.4957156536769476,-0.019843298502303416,0,Yes,No,No,-0.9062505304364585,-0.9838073634625305,Month-to-month,No,Mailed check,0,0,0,0,0,1,1,Low Engagement
Female,no,Yes,Yes,1.0014137945434884,36+,-0.3772194717232536,0.3395817973938028,-0.37232027932925243,-0.04212119752011429,0,Yes,No,DSL,-0.9062505304364585,0.5711787862044767,One year,No,Electronic check,1,0,0,0,0,0,2,Stable Mid-Value
Male,no,Yes,Yes,0.18653456901728277,36+,-1.495760391109374,-0.7086575603112775,-1.5405900187196264,0.5743803340292797,0,Yes,No,No,-0.9062505304364585,-0.9838073634625305,One year,No,Credit card (automatic),0,0,0,0,0,1,1,Low Engagement
Female,no,Yes,No,1.6125732136881425,36+,1.5723325319021828,2.5071137540583677,1.518657550853351,0.5592633163861991,1,Yes,Yes,Fiber optic,1.4392605958164588,2.126164935871484,Two year,No,Credit card (automatic),0,0,0,0,0,0,0,Loyal High-Value
Female,yes,No,No,-0.8728084241667845,0-12,0.6648684279128493,-0.6072726808312263,0.5844697557658182,0.9022651007051737,1,Yes,Yes,Fiber optic,0.2665050326900002,-0.9838073634625305,Month-to-month,Yes,Credit card (automatic),0,1,1,1,1,0,3,At risk High-value
Female,yes,Yes,No,0.7162060656093164,36+,1.005582972450969,1.1494696270784408,1.0924614368318257,-1.0408283029754088,1,Yes,Yes,Fiber optic,0.2665050326900002,0.5711787862044767,Month-to-month,Yes,Electronic check,1,1,1,0,1,0,0,Loyal High-Value
Male,yes,No,No,-1.1172721918246462,0-12,-0.4802648461689289,-0.9026918074623935,-0.5747936201905579,1.1090363163559842,0,Yes,No,DSL,-0.9062505304364585,-0.2063142886290269,Month-to-month,No,Electronic check,1,0,1,1,0,0,1,Low Engagement
Male,no,Yes,No,-1.2802480369298874,0-12,0.325815905543208,-0.9744509486609588,0.3246971754170588,0.00046458874911472516,1,Yes,Yes,Fiber optic,-0.9062505304364585,-0.9838073634625305,Month-to-month,Yes,Bank transfer (automatic),0,1,1,0,1,0,3,At risk High-value
Male,no,No,No,-0.6690886177852331,12-36,-1.499084435446331,-0.8563009455070959,-1.4378409581492477,-0.6493878032962915,0,Yes,No,No,-0.9062505304364585,-0.9838073634625305,Month-to-month,Yes,Mailed check,0,1,0,1,0,1,1,Low Engagement
Male,yes,Yes,No,-1.2395040756535771,0-12,0.3125197281953792,-0.9455531696968886,0.17395378241467738,1.5868689575658448,1,Yes,No,Fiber optic,-0.9062505304364585,-0.2063142886290269,Month-to-month,Yes,Electronic check,1,1,1,0,1,0,3,At risk High-value
Female,no,No,No,-0.6283446565089229,12-36,0.13966942267360125,-0.518527822226299,0.012491725397905442,1.462070314802799,0,Yes,Yes,DSL,0.2665050326900002,0.5711787862044767,Month-to-month,Yes,Mailed check,0,1,0,1,0,0,2,Stable Mid-Value
Female,no,No,No,-0.6690886177852331,12-36,-1.5107185906256815,-0.8769705782470455,-1.534850957629489,0.33614201919904013,0,Yes,No,No,-0.9062505304364585,-0.9838073634625305,One year,No,Credit card (automatic),0,0,0,1,0,1,1,Low Engagement
Female,no,No,No,-0.7098325790615434,12-36,-0.17777681150581762,-0.6135375428356507,-0.17524080269413597,-0.0224713780289566,0,Yes,No,DSL,0.2665050326900002,-0.2063142886290269,Month-to-month,Yes,Electronic check,1,1,1,1,0,0,3,At risk High-value
Female,no,No,No,-0.9135523854430948,0-12,-1.495760391109374,-0.9198981186013055,-1.4900213634193027,-0.009092064075081887,0,Yes,No,No,-0.9062505304364585,-0.9838073634625305,One year,Yes,Mailed check,0,0,0,1,0,1,1,Low Engagement
Female,no,No,Yes,0.5532302205040753,36+,1.3429734726521318,1.1204174325015857,1.326712204153625,0.13633526151052688,1,Yes,No,Fiber optic,1.4392605958164588,1.3486718610379804,One year,Yes,Bank transfer (automatic),0,0,0,0,0,0,0,Loyal High-Value
Male,no,Yes,Yes,1.2866215234776603,36+,1.4759352461304225,1.966747346803509,1.342810390346433,1.479655258694384,1,Yes,Yes,Fiber optic,1.4392605958164588,1.3486718610379804,Two year,Yes,Credit card (automatic),0,0,0,0,1,0,0,Loyal High-Value
Female,no,No,No,-1.2802480369298874,0-12,0.47705992287476395,-0.9724435456947523,0.47544056841944066,0.00046458874911472516,1,Yes,Yes,Fiber optic,-0.9062505304364585,-0.2063142886290269,Month-to-month,Yes,Mailed check,0,1,1,1,1,0,3,At risk High-value
Male,no,Yes,Yes,-0.3023929662984406,12-36,-0.37057138304933923,-0.40935598398722745,-0.350566964401521,-0.21666256341664653,0,Yes,No,DSL,-0.9062505304364585,0.5711787862044767,One year,No,Mailed check,0,0,1,0,0,0,2,Stable Mid-Value
Male,no,Yes,Yes,1.5718292524118322,36+,1.1767712558042684,2.173156902350689,1.2170719309587843,-0.5099414325094134,1,Yes,No,Fiber optic,0.2665050326900002,2.126164935871484,Two year,No,Credit card (automatic),0,0,0,0,0,0,0,Loyal High-Value
Male,no,No,No,-0.9950403079957154,0-12,-0.6531151516907069,-0.8139469488574662,-0.3312850622636342,-3.688403401390987,0,Yes,No,DSL,-0.9062505304364585,-0.9838073634625305,Month-to-month,Yes,Mailed check,0,1,1,1,0,0,1,Low Engagement
Female,no,Yes,Yes,1.6125732136881425,36+,1.4576530022771577,2.401405237420334,1.4084068885720002,0.5125419025790138,1,Yes,No,Fiber optic,1.4392605958164588,2.126164935871484,Two year,Yes,Bank transfer (automatic),0,0,0,0,0,0,0,Loyal High-Value
Female,no,Yes,No,0.6754621043330061,36+,-0.8026971468537838,-0.09377459020097614,-0.7467337181520096,-0.6150618666216242,0,No,No phone service,DSL,0.2665050326900002,-0.2063142886290269,Month-to-month,No,Bank transfer (automatic),0,0,0,0,0,0,2,Stable Mid-Value
Male,no,Yes,Yes,-0.13941712119319946,12-36,-0.3140626293210656,-0.28516171256149037,-0.27673411860418945,-0.41870997650532626,0,No,No phone service,DSL,0.2665050326900002,2.126164935871484,One year,Yes,Credit card (automatic),0,0,0,0,0,0,2,Stable Mid-Value
Male,no,Yes,No,1.6125732136881425,36+,1.3562696499999605,2.337499233100554,1.3417549335158496,0.11567534779637705,1,Yes,Yes,Fiber optic,0.2665050326900002,2.126164935871484,Two year,No,Bank transfer (automatic),0,0,0,0,0,0,0,Loyal High-Value
Male,no,Yes,No,-0.05792919864057891,12-36,0.9640324182390032,0.32480201731294245,1.0801775335410113,-1.3769265344287227,1,Yes,Yes,Fiber optic,0.2665050326900002,0.5711787862044767,Month-to-month,No,Electronic check,1,0,1,0,1,0,3,At risk High-value
Female,no,No,No,0.7162060656093164,36+,1.0271892606411914,1.0793428795007467,0.9871398442264255,0.4228686435786305,1,Yes,Yes,Fiber optic,1.4392605958164588,-0.9838073634625305,Month-to-month,Yes,Electronic check,1,1,1,1,1,0,3,At risk High-value
Male,no,Yes,No,1.5718292524118322,36+,0.6116837185215331,1.695394996393564,0.7117630924437592,-1.1780995257392015,1,Yes,Yes,DSL,1.4392605958164588,1.3486718610379804,Two year,No,Electronic check,1,0,0,0,0,0,0,Loyal High-Value
Male,yes,Yes,No,1.5310852911355222,36+,0.8393807556031058,1.7868531579088578,0.8507135238718367,-0.16281765093288134,1,Yes,Yes,DSL,1.4392605958164588,2.126164935871484,Two year,No,Credit card (automatic),0,0,0,0,0,0,0,Loyal High-Value
Male,no,No,No,1.5718292524118322,36+,1.0920081252118583,1.9432320549136628,0.9738900109365242,1.3211670889043639,1,Yes,Yes,Fiber optic,0.2665050326900002,0.5711787862044767,One year,No,Credit card (automatic),0,0,0,1,0,0,0,Loyal High-Value
Male,no,Yes,Yes,1.1643896396487294,36+,0.10809100147250711,0.8272042431959198,0.11160342566211624,-0.04465534589627728,0,Yes,No,DSL,-0.9062505304364585,2.126164935871484,Two year,Yes,Bank transfer (automatic),0,0,0,0,0,0,2,Stable Mid-Value
Male,no,No,No,-0.01718523736426863,12-36,1.0438094823259778,0.39711264284288317,1.1490233396237632,-1.253846094426762,1,Yes,No,Fiber optic,1.4392605958164588,-0.2063142886290269,Month-to-month,Yes,Electronic check,1,1,0,1,1,0,3,At risk High-value
Female,no,No,Yes,-1.2802480369298874,0-12,0.4920181223910713,-0.9722450113354573,0.490349255639456,0.00046458874911472516,1,Yes,No,Fiber optic,0.2665050326900002,-0.9838073634625305,Month-to-month,Yes,Electronic check,1,1,1,0,1,0,3,At risk High-value
Male,no,No,No,1.4495973685829016,36+,1.2399280982064562,2.1468400700574555,1.3364172553753502,-1.1606687293908429,1,Yes,Yes,Fiber optic,0.2665050326900002,1.3486718610379804,Two year,Yes,Bank transfer (automatic),0,0,0,1,0,0,0,Loyal High-Value
Male,no,No,No,1.2051336009250397,36+,-1.3760947949789124,-0.3766198740767845,-1.382881872823849,0.13086665793090127,0,Yes,Yes,No,-0.9062505304364585,-0.9838073634625305,Two year,No,Bank transfer (automatic),0,0,0,1,0,1,1,Low Engagement
Female,no,No,Yes,-1.0357842692720256,0-12,0.2078123315812251,-0.7988362781777806,0.09018115898792232,1.3493178730786548,1,Yes,No,Fiber optic,-0.9062505304364585,-0.9838073634625305,Month-to-month,Yes,Electronic check,1,1,1,0,1,0,3,At risk High-value
Male,no,No,No,-0.506112772679992,12-36,0.679826627429157,-0.2421238753409552,0.7264034699563721,-0.5633779278785153,1,Yes,Yes,Fiber optic,0.2665050326900002,-0.9838073634625305,Month-to-month,Yes,Electronic check,1,1,1,1,1,0,3,At risk High-value
Male,no,Yes,Yes,-1.076528230548336,0-12,-1.5073945462887242,-0.9572887562685568,-1.5201148246597047,0.20433984899865335,0,Yes,No,No,-0.9062505304364585,-0.9838073634625305,One year,No,Mailed check,0,0,0,0,0,1,1,Low Engagement
Female,yes,No,No,0.02355872391204165,12-36,-0.17777681150581762,-0.1758795774561437,-0.25473372216085943,0.8947356166618655,0,No,No phone service,DSL,1.4392605958164588,1.3486718610379804,Month-to-month,Yes,Bank transfer (automatic),0,1,0,1,0,0,2,Stable Mid-Value
Male,no,Yes,Yes,-0.18016108246950976,12-36,0.9108477088476872,0.1256720549399178,0.8918780658071027,0.18408884658547497,1,Yes,Yes,Fiber optic,1.4392605958164588,-0.9838073634625305,One year,No,Bank transfer (automatic),0,0,1,0,1,0,3,At risk High-value
Male,no,No,No,-0.22090504374582004,12-36,-1.494098368940895,-0.8000054249602965,-1.5701172118379472,0.934184964683637,0,Yes,No,No,-0.9062505304364585,-0.9838073634625305,Two year,No,Credit card (automatic),0,0,0,1,0,1,1,Low Engagement
Male,no,No,No,-1.0357842692720256,0-12,-0.6946657059026727,-0.8845369432735157,-0.8291878862463826,1.5786775408593898,0,Yes,No,DSL,-0.9062505304364585,-0.9838073634625305,Month-to-month,No,Mailed check,0,0,1,1,0,0,1,Low Engagement
Male,no,No,No,-0.26164900502213034,12-36,0.5219345214236869,-0.08581115645591549,0.5148147936415335,0.062215268536232556,1,Yes,Yes,Fiber optic,-0.9062505304364585,-0.2063142886290269,Month-to-month,Yes,Electronic check,1,1,0,1,1,0,3,At risk High-value
Male,yes,No,No,-1.1172721918246462,0-12,0.8310706447607126,-0.7856227135980264,1.1834375592899666,-4.097428142266631,1,Yes,Yes,Fiber optic,0.2665050326900002,-0.2063142886290269,Month-to-month,Yes,Electronic check,1,1,1,1,1,0,3,At risk High-value
Male,yes,No,No,-0.09867315991688919,12-36,0.8543389551194135,0.1378929477231963,0.7198878214676248,1.5186981674199018,1,Yes,Yes,Fiber optic,0.2665050326900002,-0.2063142886290269,Month-to-month,Yes,Credit card (automatic),0,1,0,1,0,0,3,At risk High-value
Male,no,No,No,1.24587756220135,36+,0.8526769329509349,1.5627740443844107,0.9166798633737335,-0.7710455106773376,1,Yes,Yes,Fiber optic,0.2665050326900002,-0.2063142886290269,One year,No,Credit card (automatic),0,0,1,1,1,0,0,Loyal High-Value
Male,no,No,No,-1.2802480369298874,0-12,-0.4669686688210999,-0.9849732697036012,-0.46546324724377586,0.00046458874911472516,0,Yes,No,DSL,-0.9062505304364585,-0.2063142886290269,Month-to-month,Yes,Electronic check,1,1,1,1,0,0,3,At risk High-value
Female,no,No,Yes,0.8384379494382472,36+,0.6582203392389346,0.9558103892726599,0.6347166063087492,0.24605253491055656,1,Yes,Yes,DSL,1.4392605958164588,1.3486718610379804,One year,Yes,Electronic check,1,0,0,0,0,0,0,Loyal High-Value
Female,no,Yes,Yes,-0.7505765403378537,12-36,0.8260845782552769,-0.47425466010348305,0.7126780118808022,1.2769603588383094,1,Yes,No,Fiber optic,0.2665050326900002,0.5711787862044767,Month-to-month,Yes,Credit card (automatic),0,1,0,0,1,0,3,At risk High-value
Female,no,No,No,-0.46536881140368175,12-36,1.1418687902662172,-0.14422437683519648,0.9396608027569681,2.2895104794972916,1,Yes,No,Fiber optic,1.4392605958164588,0.5711787862044767,Month-to-month,Yes,Bank transfer (automatic),0,1,0,1,1,0,3,At risk High-value
Male,no,No,No,-0.6283446565089229,12-36,-1.4907743246039378,-0.8703307068972859,-1.541519671888442,0.6424467961157695,0,Yes,No,No,-0.9062505304364585,-0.9838073634625305,One year,No,Mailed check,0,0,0,1,0,1,1,Low Engagement
Male,no,Yes,Yes,-0.6690886177852331,12-36,-1.472492080750673,-0.8791765155725471,-1.545204212643389,0.8952062094145732,0,Yes,No,No,-0.9062505304364585,-0.9838073634625305,Two year,No,Mailed check,0,0,0,0,0,1,1,Low Engagement
Female,no,No,No,0.10504664646466222,12-36,-0.0896896365764501,-0.08259048796068334,-0.1626985737630117,0.8458187928552424,0,Yes,No,DSL,0.2665050326900002,-0.2063142886290269,Month-to-month,Yes,Electronic check,1,1,1,1,0,0,3,At risk High-value
Female,yes,No,No,-0.01718523736426863,12-36,0.4886940780541142,0.16840106093488272,0.6123105997031961,-1.444979150910705,1,Yes,No,Fiber optic,0.2665050326900002,-0.9838073634625305,Month-to-month,Yes,Electronic check,1,1,1,1,1,0,3,At risk High-value
Female,no,Yes,Yes,-0.18016108246950976,12-36,-1.504070501951767,-0.7674457900358936,-1.503391852751539,0.04961308898784346,0,Yes,No,No,-0.9062505304364585,-0.9838073634625305,Month-to-month,Yes,Bank transfer (automatic),0,1,0,0,0,1,1,Low Engagement
Female,no,No,No,-1.2802480369298874,0-12,-1.477478147256109,-0.9983853686426506,-1.472627894995951,0.00046458874911472516,0,Yes,No,No,-0.9062505304364585,-0.9838073634625305,Month-to-month,Yes,Mailed check,0,1,0,1,0,1,1,Low Engagement
Male,no,No,No,1.082901717096109,36+,-0.4353902476200058,0.31875774904106824,-0.45897754715371236,0.288783945140147,0,No,No phone service,DSL,1.4392605958164588,-0.2063142886290269,Month-to-month,Yes,Electronic check,1,1,0,1,0,0,2,Stable Mid-Value
Female,no,Yes,Yes,1.6125732136881425,36+,-1.3794188393158697,-0.29125009957987463,-1.3999480447983743,0.2895533366810779,0,Yes,Yes,No,-0.9062505304364585,-0.9838073634625305,One year,Yes,Bank transfer (automatic),0,0,0,0,0,1,1,Low Engagement
Male,no,No,No,0.1457906077409725,12-36,0.020003826543139838,0.09489922924917121,0.15241901198576602,-1.5285998631224302,0,Yes,No,DSL,0.2665050326900002,0.5711787862044767,One year,Yes,Mailed check,0,0,0,1,0,0,2,Stable Mid-Value
Female,no,No,No,0.3087664528462136,36+,0.010031693532267658,0.1335472511919583,-0.0049504642255113526,0.17248433958465917,0,Yes,No,DSL,0.2665050326900002,0.5711787862044767,Month-to-month,No,Mailed check,0,0,0,1,0,0,2,Stable Mid-Value
Male,no,Yes,Yes,0.3087664528462136,36+,0.5452028317823878,0.44515795779230694,0.5800498570798844,-0.4228951313628199,1,Yes,Yes,Fiber optic,-0.9062505304364585,-0.2063142886290269,Month-to-month,Yes,Electronic check,1,1,1,0,1,0,3,At risk High-value
Female,no,No,Yes,-0.9542963467194051,0-12,0.2693071518149348,-0.7199740187911003,0.25107402865154915,0.20009244774345666,1,Yes,No,DSL,1.4392605958164588,0.5711787862044767,Month-to-month,Yes,Mailed check,0,1,0,0,0,0,3,At risk High-value
Male,no,Yes,Yes,1.24587756220135,36+,0.3224918612062509,1.0549893314272096,0.3114187150182795,0.11544780844342328,1,Yes,No,DSL,0.2665050326900002,2.126164935871484,Two year,No,Credit card (automatic),0,0,0,0,0,0,0,Loyal High-Value
Female,no,No,No,-1.1987601143772668,0-12,0.5219345214236869,-0.9048536260413851,0.4191188611438255,1.1663762333011667,1,Yes,No,Fiber optic,0.2665050326900002,-0.9838073634625305,Month-to-month,Yes,Electronic check,1,1,1,1,1,0,3,At risk High-value
Male,no,Yes,Yes,0.3087664528462136,36+,-0.14952243464168102,0.07288397474066574,-0.11883626937840969,-0.34835323933408197,0,No,No phone service,DSL,1.4392605958164588,1.3486718610379804,One year,No,Mailed check,0,0,0,0,0,0,2,Stable Mid-Value
